date,region,product,category,units_sold,unit_price,revenue
2025-06-01,Central,Gap Chinos,Apparel,124,79.99,9918.76
2025-07-01,North,Nike Air Max,Footwear,14,149.99,2099.86
2025-07-01,North,Adidas Ultraboost,Footwear,33,189.99,6269.67
2025-07-01,North,Puma RS-X,Footwear,85,109.99,9349.15
2025-07-01,North,Reebok Classic,Footwear,66,89.99,5939.34
2025-07-01,North,New Balance 990,Footwear,113,174.99,19773.87
2025-07-01,North,Levis 501,Apparel,187,69.99,13088.13
2025-07-01,North,Zara Blazer,Apparel,72,129.99,9359.28
2025-07-01,North,HM Joggers,Apparel,88,39.99,3519.12
2025-07-01,North,Uniqlo Hoodie,Apparel,179,59.99,10738.21
2025-07-01,North,Gap Chinos,Apparel,158,79.99,12638.42
2025-07-01,South,Nike Air Max,Footwear,104,149.99,15598.96
2025-07-01,South,Adidas Ultraboost,Footwear,131,189.99,24888.69
2025-07-01,South,Puma RS-X,Footwear,151,109.99,16608.49
2025-07-01,South,Reebok Classic,Footwear,145,89.99,13048.55
2025-07-01,South,New Balance 990,Footwear,98,174.99,17149.02
2025-07-01,South,Levis 501,Apparel,118,69.99,8258.82
2025-07-01,South,Zara Blazer,Apparel,200,129.99,25998.0
2025-07-01,South,HM Joggers,Apparel,150,39.99,5998.5
2025-07-01,South,Uniqlo Hoodie,Apparel,94,59.99,5639.06
2025-07-01,South,Gap Chinos,Apparel,100,79.99,7999.0
2025-07-01,East,Nike Air Max,Footwear,189,149.99,28348.11
2025-07-01,East,Adidas Ultraboost,Footwear,126,189.99,23938.74
2025-07-01,East,Puma RS-X,Footwear,79,109.99,8689.21
2025-07-01,East,Reebok Classic,Footwear,88,89.99,7919.12
2025-07-01,East,New Balance 990,Footwear,74,174.99,12949.26
2025-07-01,East,Levis 501,Apparel,69,69.99,4829.31
2025-07-01,East,Zara Blazer,Apparel,40,129.99,5199.6
2025-07-01,East,HM Joggers,Apparel,194,39.99,7758.06
2025-07-01,East,Uniqlo Hoodie,Apparel,59,59.99,3539.41
2025-07-01,East,Gap Chinos,Apparel,90,79.99,7199.1
2025-07-01,West,Nike Air Max,Footwear,40,149.99,5999.6
2025-07-01,West,Adidas Ultraboost,Footwear,200,189.99,37998.0
2025-07-01,West,Puma RS-X,Footwear,147,109.99,16168.53
2025-07-01,West,Reebok Classic,Footwear,186,89.99,16738.14
2025-07-01,West,New Balance 990,Footwear,57,174.99,9974.43
2025-07-01,West,Levis 501,Apparel,59,69.99,4129.41
2025-07-01,West,Zara Blazer,Apparel,65,129.99,8449.35
2025-07-01,West,HM Joggers,Apparel,199,39.99,7958.01
2025-07-01,West,Uniqlo Hoodie,Apparel,133,59.99,7978.67
2025-07-01,West,Gap Chinos,Apparel,80,79.99,6399.2
2025-07-01,Central,Nike Air Max,Footwear,195,149.99,29248.05
2025-07-01,Central,Adidas Ultraboost,Footwear,160,189.99,30398.4
2025-07-01,Central,Puma RS-X,Footwear,144,109.99,15838.56
2025-07-01,Central,Reebok Classic,Footwear,162,89.99,14578.38
2025-07-01,Central,New Balance 990,Footwear,82,174.99,14349.18
2025-07-01,Central,Levis 501,Apparel,35,69.99,2449.65
2025-07-01,Central,Zara Blazer,Apparel,59,129.99,7669.41
2025-07-01,Central,HM Joggers,Apparel,85,39.99,3399.15
2025-07-01,Central,Uniqlo Hoodie,Apparel,68,59.99,4079.32
2025-07-01,Central,Gap Chinos,Apparel,102,79.99,8158.98
2025-08-01,North,Nike Air Max,Footwear,55,149.99,8249.45
2025-08-01,North,Adidas Ultraboost,Footwear,87,189.99,16529.13
2025-08-01,North,Puma RS-X,Footwear,13,109.99,1429.87
2025-08-01,North,Reebok Classic,Footwear,191,89.99,17188.09
2025-08-01,North,New Balance 990,Footwear,146,174.99,25548.54
2025-08-01,North,Levis 501,Apparel,42,69.99,2939.58
2025-08-01,North,Zara Blazer,Apparel,80,129.99,10399.2
2025-08-01,North,HM Joggers,Apparel,21,39.99,839.79
2025-08-01,North,Uniqlo Hoodie,Apparel,23,59.99,1379.77
2025-08-01,North,Gap Chinos,Apparel,151,79.99,12078.49
2025-08-01,South,Nike Air Max,Footwear,84,149.99,12599.16
2025-08-01,South,Adidas Ultraboost,Footwear,188,189.99,35718.12
2025-08-01,South,Puma RS-X,Footwear,42,109.99,4619.58
2025-08-01,South,Reebok Classic,Footwear,173,89.99,15568.27
2025-08-01,South,New Balance 990,Footwear,135,174.99,23623.65
2025-08-01,South,Levis 501,Apparel,36,69.99,2519.64
2025-08-01,South,Zara Blazer,Apparel,13,129.99,1689.87
2025-08-01,South,HM Joggers,Apparel,156,39.99,6238.44
2025-08-01,South,Uniqlo Hoodie,Apparel,82,59.99,4919.18
2025-08-01,South,Gap Chinos,Apparel,130,79.99,10398.7
2025-08-01,East,Nike Air Max,Footwear,132,149.99,19798.68
2025-08-01,East,Adidas Ultraboost,Footwear,122,189.99,23178.78
2025-08-01,East,Puma RS-X,Footwear,97,109.99,10669.03
2025-08-01,East,Reebok Classic,Footwear,57,89.99,5129.43
2025-08-01,East,New Balance 990,Footwear,23,174.99,4024.77
2025-08-01,East,Levis 501,Apparel,74,69.99,5179.26
2025-08-01,East,Zara Blazer,Apparel,132,129.99,17158.68
2025-08-01,East,HM Joggers,Apparel,39,39.99,1559.61
2025-08-01,East,Uniqlo Hoodie,Apparel,26,59.99,1559.74
2025-08-01,East,Gap Chinos,Apparel,112,79.99,8958.88
2025-08-01,West,Nike Air Max,Footwear,135,149.99,20248.65
2025-08-01,West,Adidas Ultraboost,Footwear,28,189.99,5319.72
2025-08-01,West,Puma RS-X,Footwear,157,109.99,17268.43
2025-08-01,West,Reebok Classic,Footwear,171,89.99,15388.29
2025-08-01,West,New Balance 990,Footwear,185,174.99,32373.15
2025-08-01,West,Levis 501,Apparel,23,69.99,1609.77
2025-08-01,West,Zara Blazer,Apparel,48,129.99,6239.52
2025-08-01,West,HM Joggers,Apparel,48,39.99,1919.52
2025-08-01,West,Uniqlo Hoodie,Apparel,154,59.99,9238.46
2025-08-01,West,Gap Chinos,Apparel,87,79.99,6959.13
2025-08-01,Central,Nike Air Max,Footwear,31,149.99,4649.69
2025-08-01,Central,Adidas Ultraboost,Footwear,73,189.99,13869.27
2025-08-01,Central,Puma RS-X,Footwear,40,109.99,4399.6
2025-08-01,Central,Reebok Classic,Footwear,152,89.99,13678.48
2025-08-01,Central,New Balance 990,Footwear,116,174.99,20298.84
2025-08-01,Central,Levis 501,Apparel,165,69.99,11548.35
2025-08-01,Central,Zara Blazer,Apparel,162,129.99,21058.38
2025-08-01,Central,HM Joggers,Apparel,168,39.99,6718.32
2025-08-01,Central,Uniqlo Hoodie,Apparel,67,59.99,4019.33
2025-08-01,Central,Gap Chinos,Apparel,143,79.99,11438.57
2025-09-01,North,Nike Air Max,Footwear,107,149.99,16048.93
2025-09-01,North,Adidas Ultraboost,Footwear,125,189.99,23748.75
2025-09-01,North,Puma RS-X,Footwear,123,109.99,13528.77
2025-09-01,North,Reebok Classic,Footwear,86,89.99,7739.14
2025-09-01,North,New Balance 990,Footwear,160,174.99,27998.4
2025-09-01,North,Levis 501,Apparel,119,69.99,8328.81
2025-09-01,North,Zara Blazer,Apparel,88,129.99,11439.12
2025-09-01,North,HM Joggers,Apparel,155,39.99,6198.45
2025-09-01,North,Uniqlo Hoodie,Apparel,168,59.99,10078.32
2025-09-01,North,Gap Chinos,Apparel,25,79.99,1999.75
2025-09-01,South,Nike Air Max,Footwear,166,149.99,24898.34
2025-09-01,South,Adidas Ultraboost,Footwear,199,189.99,37808.01
2025-09-01,South,Puma RS-X,Footwear,35,109.99,3849.65
2025-09-01,South,Reebok Classic,Footwear,63,89.99,5669.37
2025-09-01,South,New Balance 990,Footwear,170,174.99,29748.3
2025-09-01,South,Levis 501,Apparel,64,69.99,4479.36
2025-09-01,South,Zara Blazer,Apparel,77,129.99,10009.23
2025-09-01,South,HM Joggers,Apparel,179,39.99,7158.21
2025-09-01,South,Uniqlo Hoodie,Apparel,30,59.99,1799.7
2025-09-01,South,Gap Chinos,Apparel,50,79.99,3999.5
2025-09-01,East,Nike Air Max,Footwear,71,149.99,10649.29
2025-09-01,East,Adidas Ultraboost,Footwear,54,189.99,10259.46
2025-09-01,East,Puma RS-X,Footwear,151,109.99,16608.49
2025-09-01,East,Reebok Classic,Footwear,29,89.99,2609.71
2025-09-01,East,New Balance 990,Footwear,50,174.99,8749.5
2025-09-01,East,Levis 501,Apparel,10,69.99,699.9
2025-09-01,East,Zara Blazer,Apparel,114,129.99,14818.86
2025-09-01,East,HM Joggers,Apparel,125,39.99,4998.75
2025-09-01,East,Uniqlo Hoodie,Apparel,186,59.99,11158.14
2025-09-01,East,Gap Chinos,Apparel,162,79.99,12958.38
2025-09-01,West,Nike Air Max,Footwear,130,149.99,19498.7
2025-09-01,West,Adidas Ultraboost,Footwear,84,189.99,15959.16
2025-09-01,West,Puma RS-X,Footwear,18,109.99,1979.82
2025-09-01,West,Reebok Classic,Footwear,69,89.99,6209.31
2025-09-01,West,New Balance 990,Footwear,83,174.99,14524.17
2025-09-01,West,Levis 501,Apparel,190,69.99,13298.1
2025-09-01,West,Zara Blazer,Apparel,82,129.99,10659.18
2025-09-01,West,HM Joggers,Apparel,189,39.99,7558.11
2025-09-01,West,Uniqlo Hoodie,Apparel,126,59.99,7558.74
2025-09-01,West,Gap Chinos,Apparel,28,79.99,2239.72
2025-09-01,Central,Nike Air Max,Footwear,185,149.99,27748.15
2025-09-01,Central,Adidas Ultraboost,Footwear,69,189.99,13109.31
2025-09-01,Central,Puma RS-X,Footwear,77,109.99,8469.23
2025-09-01,Central,Reebok Classic,Footwear,170,89.99,15298.3
2025-09-01,Central,New Balance 990,Footwear,160,174.99,27998.4
2025-09-01,Central,Levis 501,Apparel,179,69.99,12528.21
2025-09-01,Central,Zara Blazer,Apparel,60,129.99,7799.4
2025-09-01,Central,HM Joggers,Apparel,118,39.99,4718.82
2025-09-01,Central,Uniqlo Hoodie,Apparel,39,59.99,2339.61
2025-09-01,Central,Gap Chinos,Apparel,149,79.99,11918.51
2025-10-01,North,Nike Air Max,Footwear,67,149.99,10049.33
2025-10-01,North,Adidas Ultraboost,Footwear,175,189.99,33248.25
2025-10-01,North,Puma RS-X,Footwear,48,109.99,5279.52
2025-10-01,North,Reebok Classic,Footwear,78,89.99,7019.22
2025-10-01,North,New Balance 990,Footwear,46,174.99,8049.54
2025-10-01,North,Levis 501,Apparel,28,69.99,1959.72
2025-10-01,North,Zara Blazer,Apparel,25,129.99,3249.75
2025-10-01,North,HM Joggers,Apparel,52,39.99,2079.48
2025-10-01,North,Uniqlo Hoodie,Apparel,88,59.99,5279.12
2025-10-01,North,Gap Chinos,Apparel,162,79.99,12958.38
2025-10-01,South,Nike Air Max,Footwear,155,149.99,23248.45
2025-10-01,South,Adidas Ultraboost,Footwear,83,189.99,15769.17
2025-10-01,South,Puma RS-X,Footwear,122,109.99,13418.78
2025-10-01,South,Reebok Classic,Footwear,41,89.99,3689.59
2025-10-01,South,New Balance 990,Footwear,129,174.99,22573.71
2025-10-01,South,Levis 501,Apparel,186,69.99,13018.14
2025-10-01,South,Zara Blazer,Apparel,87,129.99,11309.13
2025-10-01,South,HM Joggers,Apparel,189,39.99,7558.11
2025-10-01,South,Uniqlo Hoodie,Apparel,113,59.99,6778.87
2025-10-01,South,Gap Chinos,Apparel,79,79.99,6319.21
2025-10-01,East,Nike Air Max,Footwear,138,149.99,20698.62
2025-10-01,East,Adidas Ultraboost,Footwear,148,189.99,28118.52
2025-10-01,East,Puma RS-X,Footwear,136,109.99,14958.64
2025-10-01,East,Reebok Classic,Footwear,122,89.99,10978.78
2025-10-01,East,New Balance 990,Footwear,30,174.99,5249.7
2025-10-01,East,Levis 501,Apparel,163,69.99,11408.37
2025-10-01,East,Zara Blazer,Apparel,20,129.99,2599.8
2025-10-01,East,HM Joggers,Apparel,120,39.99,4798.8
2025-10-01,East,Uniqlo Hoodie,Apparel,198,59.99,11878.02
2025-10-01,East,Gap Chinos,Apparel,92,79.99,7359.08
2025-10-01,West,Nike Air Max,Footwear,164,149.99,24598.36
2025-10-01,West,Adidas Ultraboost,Footwear,74,189.99,14059.26
2025-10-01,West,Puma RS-X,Footwear,16,109.99,1759.84
2025-10-01,West,Reebok Classic,Footwear,33,89.99,2969.67
2025-10-01,West,New Balance 990,Footwear,68,174.99,11899.32
2025-10-01,West,Levis 501,Apparel,182,69.99,12738.18
2025-10-01,West,Zara Blazer,Apparel,157,129.99,20408.43
2025-10-01,West,HM Joggers,Apparel,160,39.99,6398.4
2025-10-01,West,Uniqlo Hoodie,Apparel,15,59.99,899.85
2025-10-01,West,Gap Chinos,Apparel,182,79.99,14558.18
2025-10-01,Central,Nike Air Max,Footwear,78,149.99,11699.22
2025-10-01,Central,Adidas Ultraboost,Footwear,157,189.99,29828.43
2025-10-01,Central,Puma RS-X,Footwear,20,109.99,2199.8
2025-10-01,Central,Reebok Classic,Footwear,54,89.99,4859.46
2025-10-01,Central,New Balance 990,Footwear,130,174.99,22748.7
2025-10-01,Central,Levis 501,Apparel,142,69.99,9938.58
2025-10-01,Central,Zara Blazer,Apparel,176,129.99,22878.24
2025-10-01,Central,HM Joggers,Apparel,123,39.99,4918.77
2025-10-01,Central,Uniqlo Hoodie,Apparel,81,59.99,4859.19
2025-10-01,Central,Gap Chinos,Apparel,56,79.99,4479.44
2025-11-01,North,Nike Air Max,Footwear,159,149.99,23848.41
2025-11-01,North,Adidas Ultraboost,Footwear,121,189.99,22988.79
2025-11-01,North,Puma RS-X,Footwear,172,109.99,18918.28
2025-11-01,North,Reebok Classic,Footwear,135,89.99,12148.65
2025-11-01,North,New Balance 990,Footwear,33,174.99,5774.67
2025-11-01,North,Levis 501,Apparel,130,69.99,9098.7
2025-11-01,North,Zara Blazer,Apparel,99,129.99,12869.01
2025-11-01,North,HM Joggers,Apparel,114,39.99,4558.86
2025-11-01,North,Uniqlo Hoodie,Apparel,95,59.99,5699.05
2025-11-01,North,Gap Chinos,Apparel,92,79.99,7359.08
2025-11-01,South,Nike Air Max,Footwear,181,149.99,27148.19
2025-11-01,South,Adidas Ultraboost,Footwear,36,189.99,6839.64
2025-11-01,South,Puma RS-X,Footwear,51,109.99,5609.49
2025-11-01,South,Reebok Classic,Footwear,94,89.99,8459.06
2025-11-01,South,New Balance 990,Footwear,115,174.99,20123.85
2025-11-01,South,Levis 501,Apparel,187,69.99,13088.13
2025-11-01,South,Zara Blazer,Apparel,136,129.99,17678.64
2025-11-01,South,HM Joggers,Apparel,83,39.99,3319.17
2025-11-01,South,Uniqlo Hoodie,Apparel,179,59.99,10738.21
2025-11-01,South,Gap Chinos,Apparel,112,79.99,8958.88
2025-11-01,East,Nike Air Max,Footwear,150,149.99,22498.5
2025-11-01,East,Adidas Ultraboost,Footwear,19,189.99,3609.81
2025-11-01,East,Puma RS-X,Footwear,126,109.99,13858.74
2025-11-01,East,Reebok Classic,Footwear,32,89.99,2879.68
2025-11-01,East,New Balance 990,Footwear,90,174.99,15749.1
2025-11-01,East,Levis 501,Apparel,74,69.99,5179.26
2025-11-01,East,Zara Blazer,Apparel,92,129.99,11959.08
2025-11-01,East,HM Joggers,Apparel,39,39.99,1559.61
2025-11-01,East,Uniqlo Hoodie,Apparel,113,59.99,6778.87
2025-11-01,East,Gap Chinos,Apparel,141,79.99,11278.59
2025-11-01,West,Nike Air Max,Footwear,10,149.99,1499.9
2025-11-01,West,Adidas Ultraboost,Footwear,178,189.99,33818.22
2025-11-01,West,Puma RS-X,Footwear,148,109.99,16278.52
2025-11-01,West,Reebok Classic,Footwear,128,89.99,11518.72
2025-11-01,West,New Balance 990,Footwear,115,174.99,20123.85
2025-11-01,West,Levis 501,Apparel,23,69.99,1609.77
2025-11-01,West,Zara Blazer,Apparel,58,129.99,7539.42
2025-11-01,West,HM Joggers,Apparel,142,39.99,5678.58
2025-11-01,West,Uniqlo Hoodie,Apparel,102,59.99,6118.98
2025-11-01,West,Gap Chinos,Apparel,169,79.99,13518.31
2025-11-01,Central,Nike Air Max,Footwear,137,149.99,20548.63
2025-11-01,Central,Adidas Ultraboost,Footwear,170,189.99,32298.3
2025-11-01,Central,Puma RS-X,Footwear,123,109.99,13528.77
2025-11-01,Central,Reebok Classic,Footwear,23,89.99,2069.77
2025-11-01,Central,New Balance 990,Footwear,62,174.99,10849.38
2025-11-01,Central,Levis 501,Apparel,78,69.99,5459.22
2025-11-01,Central,Zara Blazer,Apparel,150,129.99,19498.5
2025-11-01,Central,HM Joggers,Apparel,43,39.99,1719.57
2025-11-01,Central,Uniqlo Hoodie,Apparel,83,59.99,4979.17
2025-11-01,Central,Gap Chinos,Apparel,122,79.99,9758.78
2025-12-01,North,Nike Air Max,Footwear,188,149.99,28198.12
2025-12-01,North,Adidas Ultraboost,Footwear,134,189.99,25458.66
2025-12-01,North,Puma RS-X,Footwear,41,109.99,4509.59
2025-12-01,North,Reebok Classic,Footwear,17,89.99,1529.83
2025-12-01,North,New Balance 990,Footwear,171,174.99,29923.29
2025-12-01,North,Levis 501,Apparel,165,69.99,11548.35
2025-12-01,North,Zara Blazer,Apparel,71,129.99,9229.29
2025-12-01,North,HM Joggers,Apparel,191,39.99,7638.09
2025-12-01,North,Uniqlo Hoodie,Apparel,50,59.99,2999.5
2025-12-01,North,Gap Chinos,Apparel,89,79.99,7119.11
2025-12-01,South,Nike Air Max,Footwear,151,149.99,22648.49
2025-12-01,South,Adidas Ultraboost,Footwear,13,189.99,2469.87
2025-12-01,South,Puma RS-X,Footwear,151,109.99,16608.49
2025-12-01,South,Reebok Classic,Footwear,114,89.99,10258.86
2025-12-01,South,New Balance 990,Footwear,33,174.99,5774.67
2025-12-01,South,Levis 501,Apparel,67,69.99,4689.33
2025-12-01,South,Zara Blazer,Apparel,39,129.99,5069.61
2025-12-01,South,HM Joggers,Apparel,128,39.99,5118.72
2025-12-01,South,Uniqlo Hoodie,Apparel,40,59.99,2399.6
2025-12-01,South,Gap Chinos,Apparel,175,79.99,13998.25
2025-12-01,East,Nike Air Max,Footwear,49,149.99,7349.51
2025-12-01,East,Adidas Ultraboost,Footwear,137,189.99,26028.63
2025-12-01,East,Puma RS-X,Footwear,193,109.99,21228.07
2025-12-01,East,Reebok Classic,Footwear,84,89.99,7559.16
2025-12-01,East,New Balance 990,Footwear,140,174.99,24498.6
2025-12-01,East,Levis 501,Apparel,190,69.99,13298.1
2025-12-01,East,Zara Blazer,Apparel,79,129.99,10269.21
2025-12-01,East,HM Joggers,Apparel,116,39.99,4638.84
2025-12-01,East,Uniqlo Hoodie,Apparel,133,59.99,7978.67
2025-12-01,East,Gap Chinos,Apparel,130,79.99,10398.7
2025-12-01,West,Nike Air Max,Footwear,72,149.99,10799.28
2025-12-01,West,Adidas Ultraboost,Footwear,126,189.99,23938.74
2025-12-01,West,Puma RS-X,Footwear,151,109.99,16608.49
2025-12-01,West,Reebok Classic,Footwear,47,89.99,4229.53
2025-12-01,West,New Balance 990,Footwear,108,174.99,18898.92
2025-12-01,West,Levis 501,Apparel,58,69.99,4059.42
2025-12-01,West,Zara Blazer,Apparel,163,129.99,21188.37
2025-12-01,West,HM Joggers,Apparel,140,39.99,5598.6
2025-12-01,West,Uniqlo Hoodie,Apparel,44,59.99,2639.56
2025-12-01,West,Gap Chinos,Apparel,27,79.99,2159.73
2025-12-01,Central,Nike Air Max,Footwear,80,149.99,11999.2
2025-12-01,Central,Adidas Ultraboost,Footwear,116,189.99,22038.84
2025-12-01,Central,Puma RS-X,Footwear,97,109.99,10669.03
2025-12-01,Central,Reebok Classic,Footwear,139,89.99,12508.61
2025-12-01,Central,New Balance 990,Footwear,78,174.99,13649.22
2025-12-01,Central,Levis 501,Apparel,10,69.99,699.9
2025-12-01,Central,Zara Blazer,Apparel,82,129.99,10659.18
2025-12-01,Central,HM Joggers,Apparel,195,39.99,7798.05
2025-12-01,Central,Uniqlo Hoodie,Apparel,86,59.99,5159.14
2025-12-01,Central,Gap Chinos,Apparel,160,79.99,12798.4
